payment_id,timestamp,event_type,failure_code,diagnosis,action_taken,retry_count,compliance_check_result,llm_reasoning,resulting_state
pay_qyunDuvW4yrW81,2026-08-08 14:29:00,CUSTOMER_REPLY,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_qXxkMM9VThX0k9,2026-08-14 19:23:00,INGESTION,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_qXxkMM9VThX0k9,2026-08-15 11:00:00,OUTBOUND_NUDGE_1,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Sent nudge #1 (Helpful English),0,PASS,AI Decision: Transient network timeout. Reassuring customer in professional English with manual backup link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_qXxkMM9VThX0k9,2026-08-15 12:25:00,MOCK_PAYMENT_ATTEMPT,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_eGPva2A0FgB9xO,2026-08-19 18:42:00,INGESTION,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_eGPva2A0FgB9xO,2026-08-20 10:00:00,OUTBOUND_NUDGE_1,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #1 (Respectful English),0,PASS,AI Decision: Mandate cancelled. Informing customer in professional English and providing instant reactivation link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_eGPva2A0FgB9xO,2026-08-20 10:34:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_eGPva2A0FgB9xO,2026-08-20 15:34:00,OUTBOUND_NUDGE_2,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to mandate cancellation. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_eGPva2A0FgB9xO,2026-08-20 17:05:00,CUSTOMER_REPLY,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_yvbF2ulFnwZqvr,2026-08-22 18:23:00,INGESTION,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_yvbF2ulFnwZqvr,2026-08-23 14:00:00,OUTBOUND_NUDGE_1,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Balance issue detected. Professional English outreach notifying customer of auto-debit failure with multi-method payment link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_yvbF2ulFnwZqvr,2026-08-23 15:14:00,CUSTOMER_REPLY,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_EJHwBVJvwSDrtq,2026-08-18 11:17:00,INGESTION,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_EJHwBVJvwSDrtq,2026-08-18 17:17:00,OUTBOUND_NUDGE_1,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Hard failure. Card is expired. Informing customer directly in professional English to securely link their new card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-18 17:33:00,NO_RESPONSE,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-19 12:00:00,OUTBOUND_NUDGE_2,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding about expired card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-19 13:53:00,NO_RESPONSE,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-20 13:53:00,MOCK_PAYMENT_ATTEMPT,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-20 18:53:00,OUTBOUND_NUDGE_3,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding about expired card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-20 19:28:00,NO_RESPONSE,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-21 19:28:00,MOCK_PAYMENT_ATTEMPT,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_EJHwBVJvwSDrtq,2026-08-21 19:28:00,EXHAUSTED,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Loop safety limit reached,2,PASS,Max communication cycle reached without customer payment.,EXHAUSTED
pay_cdJsS8iO3WFg3a,2026-08-25 15:38:00,INGESTION,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_cdJsS8iO3WFg3a,2026-08-25 19:38:00,OUTBOUND_NUDGE_1,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Hard failure. Card is expired. Informing customer directly in professional English to securely link their new card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_cdJsS8iO3WFg3a,2026-08-25 20:57:00,NO_RESPONSE,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_cdJsS8iO3WFg3a,2026-08-26 12:00:00,OUTBOUND_NUDGE_2,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding about expired card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_cdJsS8iO3WFg3a,2026-08-26 13:36:00,NO_RESPONSE,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_cdJsS8iO3WFg3a,2026-08-27 13:36:00,MOCK_PAYMENT_ATTEMPT,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_cdJsS8iO3WFg3a,2026-08-27 17:36:00,OUTBOUND_NUDGE_3,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding about expired card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_cdJsS8iO3WFg3a,2026-08-27 19:28:00,CUSTOMER_REPLY,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Customer replied: 'Stop messages / Unsubscribe',1,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_MYNoXHyC6Ct3LB,2026-08-10 20:55:00,INGESTION,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_MYNoXHyC6Ct3LB,2026-08-11 10:00:00,OUTBOUND_NUDGE_1,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Balance issue detected. Professional English outreach notifying customer of auto-debit failure with multi-method payment link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_MYNoXHyC6Ct3LB,2026-08-11 11:36:00,MOCK_PAYMENT_ATTEMPT,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_DeRo7qYYOLQZ7m,2026-08-03 18:02:00,INGESTION,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_DeRo7qYYOLQZ7m,2026-08-04 10:00:00,OUTBOUND_NUDGE_1,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Customer dropped off at checkout. Friendly cart recovery reminder in professional English. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_DeRo7qYYOLQZ7m,2026-08-04 11:01:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_DeRo7qYYOLQZ7m,2026-08-04 15:01:00,OUTBOUND_NUDGE_2,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_DeRo7qYYOLQZ7m,2026-08-04 15:51:00,MOCK_PAYMENT_ATTEMPT,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_4BVuMqbfo9R13K,2026-08-11 15:44:00,INGESTION,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_4BVuMqbfo9R13K,2026-08-12 10:00:00,OUTBOUND_NUDGE_1,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #1 (Respectful English),0,PASS,AI Decision: Mandate cancelled. Informing customer in professional English and providing instant reactivation link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_4BVuMqbfo9R13K,2026-08-12 10:25:00,NO_RESPONSE,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_4BVuMqbfo9R13K,2026-08-12 16:25:00,OUTBOUND_NUDGE_2,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to mandate cancellation. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_4BVuMqbfo9R13K,2026-08-12 18:18:00,CUSTOMER_REPLY,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_FsQ8z0WJcDfuqu,2026-08-01 19:38:00,INGESTION,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_FsQ8z0WJcDfuqu,2026-08-02 14:00:00,OUTBOUND_NUDGE_1,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Sent nudge #1 (Polite English),0,PASS,AI Decision: Wrong UPI handle. Guiding customer in professional English to verify and update UPI VPA. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_FsQ8z0WJcDfuqu,2026-08-02 14:41:00,MOCK_PAYMENT_ATTEMPT,INVALID_VPA,Cause: The UPI Virtual Payment Address is invalid or inactive. | Plan: Halt retries. Send outreach request for updated VPA details.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_ZpTktJaJAfo16h,2026-08-26 17:17:00,INGESTION,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_ZpTktJaJAfo16h,2026-08-27 13:00:00,OUTBOUND_NUDGE_1,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Customer dropped off at checkout. Friendly cart recovery reminder in professional English. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_ZpTktJaJAfo16h,2026-08-27 13:42:00,NO_RESPONSE,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_ZpTktJaJAfo16h,2026-08-27 16:42:00,OUTBOUND_NUDGE_2,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to abandoned checkout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_ZpTktJaJAfo16h,2026-08-27 18:28:00,CUSTOMER_REPLY,CHECKOUT_ABANDONED,Cause: Customer exited checkout funnel before completing payment (drop-off). | Plan: Halt automated bank retries. Immediately trigger cart-rescue outreach with secure cart restoration link.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_0asUt1LLQF3jCI,2026-08-02 11:32:00,INGESTION,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_0asUt1LLQF3jCI,2026-08-02 15:32:00,OUTBOUND_NUDGE_1,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Sent nudge #1 (Helpful English),0,PASS,AI Decision: Transient network timeout. Reassuring customer in professional English with manual backup link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-02 16:43:00,NO_RESPONSE,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-02 19:43:00,OUTBOUND_NUDGE_2,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding to timeout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-02 20:26:00,NO_RESPONSE,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",No reply detected from customer within window,0,PASS,Nudge #2 ignored by customer,ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-03 20:26:00,MOCK_PAYMENT_ATTEMPT,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Automated retry triggered (final attempt),1,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-04 11:00:00,OUTBOUND_NUDGE_3,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Sent nudge #3 (Polite English),1,PASS,AI Decision: Mock mode follow-up. Customer responding to timeout. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-04 12:30:00,NO_RESPONSE,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",No reply detected from customer within window,1,PASS,Nudge #3 ignored by customer,ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-05 12:30:00,MOCK_PAYMENT_ATTEMPT,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Automated retry triggered (final attempt),2,PASS,Automated system retry failed. Retry limit reached.,ENGAGEMENT_STARTED
pay_0asUt1LLQF3jCI,2026-08-05 12:30:00,EXHAUSTED,NETWORK_TIMEOUT,"Cause: Transient gateway network timeout or bank API error. | Plan: Attempt 1 immediate retry. If fails again, wait 24h before next retry.",Loop safety limit reached,2,PASS,Max communication cycle reached without customer payment.,EXHAUSTED
pay_9Lv3g32CgH6DaU,2026-08-08 19:43:00,INGESTION,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_9Lv3g32CgH6DaU,2026-08-09 11:00:00,OUTBOUND_NUDGE_1,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Hard failure. Card is expired. Informing customer directly in professional English to securely link their new card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_9Lv3g32CgH6DaU,2026-08-09 11:23:00,NO_RESPONSE,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,No reply detected from customer within window,0,PASS,Nudge #1 ignored by customer,ENGAGEMENT_STARTED
pay_9Lv3g32CgH6DaU,2026-08-09 13:23:00,OUTBOUND_NUDGE_2,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #2 (Polite English),0,PASS,AI Decision: Mock mode follow-up. Customer responding about expired card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_9Lv3g32CgH6DaU,2026-08-09 14:43:00,CUSTOMER_REPLY,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_6soVfBgWOT3gCk,2026-08-15 19:16:00,INGESTION,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_6soVfBgWOT3gCk,2026-08-16 11:00:00,OUTBOUND_NUDGE_1,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Sent nudge #1 (Professional English),0,PASS,AI Decision: Bank decline. Informing customer in professional English and offering an alternate payment retry link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_6soVfBgWOT3gCk,2026-08-16 12:29:00,MOCK_PAYMENT_ATTEMPT,BANK_DECLINE_RISK,"Cause: Bank network flagged transaction as high risk or temporarily blocked recurring debits. | Plan: Wait 24h cooling-off period, attempt 1 automated retry, then escalate if failed again.",Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_DqQa5ZD5sRIkeC,2026-08-25 20:03:00,INGESTION,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_DqQa5ZD5sRIkeC,2026-08-26 14:00:00,OUTBOUND_NUDGE_1,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #1 (Respectful English),0,PASS,AI Decision: Mandate cancelled. Informing customer in professional English and providing instant reactivation link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_DqQa5ZD5sRIkeC,2026-08-26 15:15:00,CUSTOMER_REPLY,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_6MVF155sXZoMZw,2026-08-05 21:34:00,INGESTION,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_6MVF155sXZoMZw,2026-08-06 13:00:00,OUTBOUND_NUDGE_1,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Balance issue detected. Professional English outreach notifying customer of auto-debit failure with multi-method payment link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_6MVF155sXZoMZw,2026-08-06 13:44:00,MOCK_PAYMENT_ATTEMPT,INSUFFICIENT_FUNDS,Cause: Customer's bank account has insufficient balance. | Plan: Wait for salary/funding (or schedule retry in 48h) + offer instant UPI payment link.,Processed payment authorization via link,1,PASS,Customer clicked payment link and authorized transaction. Success.,RECOVERED
pay_4xHG6r1kq608E9,2026-08-22 20:43:00,INGESTION,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_4xHG6r1kq608E9,2026-08-23 12:00:00,OUTBOUND_NUDGE_1,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Sent nudge #1 (Respectful English),0,PASS,AI Decision: Mandate cancelled. Informing customer in professional English and providing instant reactivation link. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_4xHG6r1kq608E9,2026-08-23 13:09:00,CUSTOMER_REPLY,MANDATE_REVOKED,Cause: Customer has revoked the authorization mandate directly with their bank. | Plan: Halt all automatic billing. Notify the customer and offer a secure link to register a new mandate.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
pay_qLy0O8xgRoEbN4,2026-08-24 20:34:00,INGESTION,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Ingested and diagnosed failed record,0,PASS,Diagnostic Engine parsed failure code,PENDING
pay_qLy0O8xgRoEbN4,2026-08-25 10:00:00,OUTBOUND_NUDGE_1,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Sent nudge #1 (Professional English),0,PASS,AI Decision: Hard failure. Card is expired. Informing customer directly in professional English to securely link their new card. [Mock LLM Mode],ENGAGEMENT_STARTED
pay_qLy0O8xgRoEbN4,2026-08-25 10:22:00,CUSTOMER_REPLY,CARD_EXPIRED,Cause: The billing credit/debit card has expired. | Plan: Do not attempt automated retries. Immediately request updated payment details from the customer.,Customer replied: 'Stop messages / Unsubscribe',0,PASS,User revoked consent. Immediate stop rule active.,ESCALATED
